text,intents
"Yes, I am looking for a molecular gastronomy restaurant in the centre.",find_restaurant
I am looking for a restaurant that is moderately priced and served British food.,find_restaurant
I'm looking for a restaurant that services the americas in the centre.,find_restaurant
"Actually, lets hold off on booking the room for now. But I do need to find a restaurant in the same area that is moderately priced.",find_restaurant
"Yes, I'm sure we'll be hungry so could you help me find an appropriate dining establishment in the north? Same price range as our hotel, please.",find_restaurant
I'm going to be traveling to Cambridge and I'd really like to find information about what restaurants there are on the north end of the city. Can you help me?,find_restaurant
I need a restaurant in the Centre moderate priced,find_restaurant
I am looking for a restaurant that is in the centre of town and serves light bites food.,find_restaurant
I need a Korean restaurant in the centre of town.,find_restaurant
"Yes, can you find a chinese restaurant near the hotel, please?",find_restaurant
"Can you help me find jinling noodle bar please, where is it?",find_restaurant
"Yes, I need a place to eat. I want to try some british food, prefer the west side of town.",find_restaurant
"Yes, please. I'm looking for a place to dine in the centre of town that is in the moderate price range.",find_restaurant
"Yes, I am looking for a restaurant in the Centre that serves Polynesian food, can you help me?",find_restaurant
"I would like to book a five star, or closest to it, in the east part of town please.",find_restaurant
What about a hotel in a cheap price range?,find_restaurant
I am planning your trip in Cambridge. looking for a place to dine. The restaurant should be in the cheap price range and should serve steakhouse food,find_restaurant
i am looking for a place to dine. The restaurant should be in the moderate price range and should serve korean food.,find_restaurant
Can you tell me about the Cote restaurant?,find_restaurant
Thank you i also need a restaurant in the centre serving mediterranean food please,find_restaurant
"Well, I'm also looking for a restaurant called rice boat",find_restaurant
Please I am also looking for an expensive restaurant to dine at.,find_restaurant
I was wondering if you could point me in the direction of a local restaurant by the name of Wagamama.,find_restaurant
"Thank you , I am also looking for a restaurant that serves indian in the centre area.",find_restaurant
I am also looking for a place to dine. Can you locate a place in the east part of town and in a moderate price range?,find_restaurant
My friend was there on business last month and said I absolutely had to try a restaurant called The Nirala. Can you tell me about it?,find_restaurant
Hi! Do you know anything about a restaurant called clowns cafe?,find_restaurant
Perfect! I also have one more question. Can you tell me a little about a place called the Yippee Noodle Bar?,find_restaurant
I would like the reference number for the train and am also seeking a cheap restaurant that serves North African food.,find_restaurant
I'm looking for some food in Cambridge today.,find_restaurant
"In the town centre, the same area that I booked the restaurant for.",find_restaurant
I am looking for a restaurant called the cote.,find_restaurant
What sort of restaurants do you have in the centre of town? Anything expensive?,find_restaurant
"I'm looking to try new restaurants in the Cambridge area, specifically a place called J restaurant.",find_restaurant
Can you help me with finding a restaurant called backstreet bistro?,find_restaurant
Hello. I need to find a place that serves halal food in the city.,find_restaurant
"No thanks, just that info. Can I get a place to dine, I'm looking for an expensive place in the west.",find_restaurant
Find me a cheap indian place to dine at please.,find_restaurant
Thanks so much. Can you also recommend a Chinese restaurant for me?,find_restaurant
i am looking for a place to dine. The restaurant should serve hungarian food and should be in the south.,find_restaurant
"Yes, I'd like to find an expensive European restaurant for our anniversary celebration.",find_restaurant
Can you let me know if there are any available european restaurants in the centre area?,find_restaurant
Could you give me a more specific address? I also need an expensive restaurant in the center.,find_restaurant
I am also looking for a place to dine called saigon city can you give me some info on it?,find_restaurant
Please book me on the train with the 7:06 departure time. I am also looking for a cheap restaurant in the centre.,find_restaurant
I need a information on restaurant. Is there any cheap Chinese restaurant?,find_restaurant
I would like to find a restaurant called Rice House. Do you know where it is?,find_restaurant
I want a restaurant in the town centre. Can you help me?,find_restaurant
Thank you. I would also like to find a restaurant located in the centre of town that specializes in unusual cuisine.,find_restaurant
Is there a moderate restaurant in the centre of town?,find_restaurant
I'd like to find a place that I can get some Northern European food.,find_restaurant
Are there any Chinese restaurants on the north side of town?,find_restaurant
I'm looking for restaurants and colleges in the city centre.,find_restaurant
"Thank you so much. I am also looking for a nice place to eat, moderate price in the center that serves crossover.",find_restaurant
"Hello, I'd like some information on a restaurant today.",find_restaurant
Also looking for Chinese restaurant in the cheap price range.,find_restaurant
"Wait, I just realized I am hungry for european food. Are you still there?",find_restaurant
I'm going to be needing you for a restaurant recommendation.,find_restaurant
I am also looking to eat some Catalan food.,find_restaurant
Can you find me a moderately priced british restaurant?,find_restaurant
"Hi, I am traveling to Cambridge and can't wait to try some local restaurants. Can you help me find a place to dine?",find_restaurant
"Hello, I am looking to try an expensive Indian restaurant.",find_restaurant
Hi! Are there any restaurants in town that serve Scottish food?,find_restaurant
"Hello, do you know of any Spanish restaurants in the Centre of town?",find_restaurant
Please find a cheap place to eat that serves light bites food.,find_restaurant
"Hi, I'm looking for a specific restaurant in Cambridge. It's called The Copper Kettle. Could you give me any information on it?",find_restaurant
"I am planning my trip to Cambridge and am trying to find European food, can you help me?",find_restaurant
Hi - I'm looking for an expensive restaurant on the east side of town. Can you help me?,find_restaurant
I'm looking for a chinese food restaurant.,find_restaurant
"No, but I would like it to be moderately priced.",find_restaurant
I want to go to a french food restaurant in the north. Can you help me find one?,find_restaurant
Great! Can you find a restaurant for me too?,find_restaurant
Thank you! I am also looking for a place to eat. I am looking for a restaurant in the east that is moderate in price.,find_restaurant
I'm also looking for a restaurant in the east that serves Indian food.,find_restaurant
I also need an international restaurant in the same price range as the hotel.,find_restaurant
"I'm sorry, I'll actually need a restaurant that's in centre and is in the moderate price range.",find_restaurant
I need a restaurant. Something expensive and italian.,find_restaurant
"Yes, can you find a close by eatery near where we arrive at?",find_restaurant
I like Greek food. I also need to get a list of local attractions in the east.,find_restaurant
"Actually, I need to find a restaurant.",find_restaurant
"Actually, I am looking for an expensive restaurant in the West area.",find_restaurant
Hi! Do you know of any afghan restaurants in the centre?,find_restaurant
I think that's it. Thank you!,find_restaurant
Hello! I'm looking for a restaurant that serves modern european food? I'd also like it to be located in the centre if possible.,find_restaurant
I'm looking for a place to eat that is cheap and in the centre.,find_restaurant
What can you tell me about cheap restaurants on the west side of town?,find_restaurant
Yes. I'm looking for a 4 star hotel in the west. Could you please find me one?,find_restaurant
"Hi, I'm looking for an expensive restaurant in north cambridge.",find_restaurant
I would like to make a reservation at the Maharajah Tandoori restaurant for my trip to Cambridge.,find_restaurant
Can you help me find a restaurant? I want somewhere expensive.,find_restaurant
"No preferences for the price range, but I'd like it to be in the same area as the hotel.",find_restaurant
I'm going to Cambridge and interested in trying some restaurants. Can you recommend one that serves traditional food?,find_restaurant
"Hello, I am looking for a restaurant in Cambridge. I believe it is called Golden Wok.",find_restaurant
I would love to find a restaurant in the same price range as the Lovell Lodge.,find_restaurant
"I need a place to dine, and I'd like to know what's available so far as cheap Asian Oriental food.",find_restaurant
"I need to reserve a table at shiraz, can you help me?",find_restaurant
Okay. now could you help me find a restaurant in the expensive price range that is in the same area as the hotel?,find_restaurant
Could you recommend an expensive restaurant in the same area?,find_restaurant
Thank you. I am also looking for a restaurant that serves Chinese and that is in the same area as the hotel.,find_restaurant
"We are looking for a place to dine, preferably expensive Italian food in the same area as the attraction. What do you suggest? I need an address and postcode please.",find_restaurant
"Hi, I'm looking for a restaurant with modern european food. It should be in the moderate price range.",find_restaurant
I'm looking for info on expensive south indian restaurants in Cambridge.,find_restaurant
I would also like to eat in the center of town.,find_restaurant
"I am also looking for the Bloomsbury, a restaurant.",find_restaurant
Thank you! I am also looking for information about the Golden Wok restaurant.,find_restaurant
Hello. Can you suggest a french restaurant in the north end?,find_restaurant
I am looking for an expensive place to dine which serves indian food.,find_restaurant
i am looking for the chiquito restaurant bar,find_restaurant
I need information about a certain restaurant called charlie chan.,find_restaurant
I'd like to find a resturant that serves cheap Chinese food!,find_restaurant
Is there a moderately priced British restaurant anywhere in town?,find_restaurant
I'm looking for this restaurant called pizza hut fen ditton,find_restaurant
I also want a cheap chinese restaurant.,find_restaurant
"Yes, I am looking for an Indian restaurant in the east.",find_restaurant
Can you find me an restaurant near the centre that serves international food?,find_restaurant
I'd like to find an expensive place to eat in the south.,find_restaurant
"I'd like some info on a restaurant, in the centre.",find_restaurant
I am looking for a restaurant named Meghna.,find_restaurant
"No, but I would like the price, arrival time, and travel time, please.",find_restaurant
I'm also looking for a cheap Italian place in the center of town.,find_restaurant
I am looking for a restaurant in Cambridge called The Missing Sock.,find_restaurant
"I've got a particular restaurant we want to try, but I will need some help with it.",find_restaurant
I'm looking for a place to eat in the east that is expensive.,find_restaurant
Thanks! Can you also tell me if there are any expensive Mediterranean restaurants in the center of town?,find_restaurant
Great! I also need a place to dine in the east.,find_restaurant
I am looking for a chinese restaurant in the centre of town.,find_restaurant
I'm looking for a restaurant in the north part and in cheap price range.,find_restaurant
I'm looking for a moderately priced place to eat that's in the centre of town.,find_restaurant
Do you have a hotel in the moderate price range?,find_restaurant
I am looking for a cheap restaurant in the center of the city.,find_restaurant
I would like to find a particular restaurant in Cambridge. The name of the restaurant is Restaurant Two Two. Could you give me the location?,find_restaurant
Thank you. Also i need to book a reservation at a restaurant named Nandos.,find_restaurant
"Hello, I'd like some information on a restaurant today.",find_restaurant
"Hello, I would like some information about a restaurant in Cambridge called Bedouin. Can you find out if they are taking reservations for me?",find_restaurant
That would be fine. Can I get the address and phone number.,find_restaurant
"Yes, thank you for asking. Do you have a listing for a restaurant called the nirala?",find_restaurant
I'm looking for an expensive restaurant in the center of town.,find_restaurant
No. Thank you for all your help. Goodbye,find_restaurant
Can you help me find a place to eat? I am looking for somewhere in the east with a moderate price.,find_restaurant
"Hi there, I'm looking for a restaurant that serves Swedish food. It can be anywhere, I'm willing to pay a moderate amount of money. Do you have any recommendations?",find_restaurant
What Chinese restaurants are there in the center of town?,find_restaurant
"Hi, what options are available in the south of Cambridge for upscale dining?",find_restaurant
What are some expensive restaurant reccomendations in the north part of town?,find_restaurant
Are there any Italian restaurants in the city centre?,find_restaurant
Hello! I am looking to book reservations at Sala Thong.,find_restaurant
I need a restaurant located in the centre for a moderate price.,find_restaurant
"Terrific, thanks. I'm also looking for an expensive place to dine in the south.",find_restaurant
I'm looking for an expensive restaurant in the north area,find_restaurant
Hi there. Can you help me pick out a restaurant?,find_restaurant
Are there any Catalan restaurants in the centre of town?,find_restaurant
Do you have information on all restaurants? I'm looking for a certain one.,find_restaurant
Can you help me find an Afghan restaurant on the west side of town?,find_restaurant
Are there any Portuguese restaurants in Cambridge?,find_restaurant
I'd really like to get some Middle Eastern food. Can you find a cheap place for me to grab some dinner?,find_restaurant
I would actually like to book 5 people and would like to know the reference number for the tickets and the address of La Tasca restaurant.,find_restaurant
"Not right now, thank you. I'm also looking for a place to dine. I would like an expensive restaurant in the centre of town.",find_restaurant
"Hello, I'd like some information on a restaurant today.",find_restaurant
Can you find me an expensive place serves panasian food?,find_restaurant
I also need an Irish restaurant that is expensive.,find_restaurant
"Hi, you can help me find a cheap restaurant on the East",find_restaurant
"Hi, Are there any expensive Indian restaurants in town?",find_restaurant
I am also looking for a place to dine. The restaurant should serve turkish food and should be in the expensive price range,find_restaurant
I'm also looking for a place to eat. I would like an expensive south indian restaurant.,find_restaurant
I'm looking for a restaurant called nandos. Are you aware of it?,find_restaurant
Yes their postcode and whether they have free parking or not.,find_restaurant
I'm looking for a chinese restaurant as well. Is there anything near the hotel?,find_restaurant
"Great, could I also find a moderately-priced Brazilian restaurant?",find_restaurant
"Hi, can you help me find a restaurant in the centre area?",find_restaurant
"Hi, I am trying to plan my trip and could use some help with a particular restaurant.",find_restaurant
Can you find a place to eat in the cheap price range?,find_restaurant
"I need to find information about a certain restaurant, can you help with that?",find_restaurant
I am also looking for a restaurant that's moderately priced and serves british food.,find_restaurant
"Hi there, I'm looking for a place to eat that serves Indian food in the city centre. Do you have any good recommendations?",find_restaurant
Can you find a restaurant the serves gastropub food and is on the east side?,find_restaurant
Please find a restaurant in the north that serves unusual food.,find_restaurant
Find me a restaurant called cocum,find_restaurant
Yes I need to find a nice expensive British restaurant please.,find_restaurant
I need a restaurant in the centre that serves asian oriental food.,find_restaurant
I am also looking for a place to dine.,find_restaurant
"Actually, I could use some help finding an expensive restaurant in the west part of town.",find_restaurant
I am looking for a mexican restaurant in the centre.,find_restaurant
I need to find a place to eat in Centre.,find_restaurant
I'm looking for a place to dine that serves British food. It should be in the moderate price range.,find_restaurant
"Yes, I am looking for a place to dine. I would prefer the city centre and am looking for halal food.",find_restaurant
I need the taxi to pick me up at the theatre. But I suppose we should figure out exactly which theatre that is. You mentioned one in the centre?,find_restaurant
"That cuts it a little close but it will do. I don't need it booked, though. Can you also find me a place to get some food?",find_restaurant
I would like to try saigon city.,find_restaurant
Could I have the travel time and departure time for that one? Also I'm looking for a chinese restaurant that is expensive.,find_restaurant
I am looking at a place to eat that serves venetian food in the centre.,find_restaurant
"Thanks! I'm also looking for the Curry Prince restaurant, do you know where that is?",find_restaurant
I am looking for a dining place that serves Indian food.,find_restaurant
I also need a restaurant with south African food in the centre.,find_restaurant
"Hi, I'm trying to find out more about a restaurant called cocum. What can you tell me?",find_restaurant
I'm looking for a jamaican restaurant in the east.,find_restaurant
i need info about the slug and lettuce restaurant.,find_restaurant
"Hi, I'm looking for an expensive restaurant that serves Moroccan food in Cambridge please.",find_restaurant
May have some information on a restaurant in town?,find_restaurant
I would want something in the centre of town.,find_restaurant
I am looking for a Chinese restaurant an expensive one.,find_restaurant
I'm looking for a moderately priced restaurant in the Centre.,find_restaurant
Can you help me find a place to eat? I am looking for a place that serves cheap corsica food.,find_restaurant
I am looking for a centrally located upscale restaurant.,find_restaurant
"Yes please, can I get my train ID? I'm also want to look for a restaurant that serves Corsica with a moderate price range.",find_restaurant
Thanks. I also need a place to get afternoon tea in the west.,find_restaurant
"I'm looking for a place to eat. Something moderately priced, in the center.",find_restaurant
I am also looking for a restaurant that serve portuguese food in the south side of town.,find_restaurant
Could you tell me if there are any corsica restaurants in the south side?,find_restaurant
Is that located in the south?,find_restaurant
"Hello, can you tell me about the options for moderately priced dining in Cambridge that are centrally located?",find_restaurant
I want to find an Italian place to eat near the center of cambridge.,find_restaurant
Need a restaurant that is moderate priced and in the centre.,find_restaurant
I am looking for a restaurant that serves mediterranean food.,find_restaurant
Are there any chinese food restaurants in the south?,find_restaurant
I am looking for a expensive restaurant that serves modern european food.,find_restaurant
i am looking for an expensive restaurant in the centre part of town.,find_restaurant
Is there an expensive African restaurant in town.,find_restaurant
I'm looking for a moderately priced indian restaurant.,find_restaurant
"Hello, I am looking for a restaurant that is in the town centre that serves Chinese food.",find_restaurant
Im looking for an italian restaurant. I also need it to be near the center of town.,find_restaurant
Hi! I'm planning a trip in Cambridge and I'm looking for a restaurant in the west part of town.,find_restaurant
"Yes, Please book me a round trip ticket and can you locate a cheap diner.",find_restaurant
"I'm looking for an expensive place to eat in the centre, what is there that fits that criteria?",find_restaurant
i'm also looking for a restaurant,find_restaurant
"I'm looking for a restaurant called ""restaurant one seven"". Can you help me?",find_restaurant
Please find me a place to dine that serves vegetarian food that's in the expensive price range.,find_restaurant
I'm also looking for a restaurant in the south on the expensive side.,find_restaurant
Great I'm also looking for some info on a restaurant called nandos city centre,find_restaurant
I am looking for a moderately priced place to dine in the centre of Cambridge,find_restaurant
"Hi, I am looking forward to eat at your local restaurants on my upcoming trip. I have those planned, but could use some help with places to go in town.",find_restaurant
thanks. now lets try for a restaurant again. i am looking for something cheap that serves asian oriental in the centre.,find_restaurant
I am also looking for a French restaurant in the expensive range.,find_restaurant
I would really love to have some chinese food while I am in town.,find_restaurant
I am looking for a place serving Indian food in the moderate price range,find_restaurant
I'm trying to get some information on the thanh binh restaurant please,find_restaurant
Sure. also could you help me find a restaurant serving unusual food in the same part of town?,find_restaurant
I'm looking for a place. I think it's called like Bridge House or Bridge Guesthouse or something.,find_restaurant
Also would like to find a place to dine. Chinese and moderate prices.,find_restaurant
Excellent. I also am looking for a restaurant as well. It's called the sitar tandoori.,find_restaurant
I am looking for a brazliian restaurant in the centre.,find_restaurant
I don't have a preference but I would also like ot find a restaurant called the Cow Pizza Kitchen and Bar.,find_restaurant
Sounds great. What is the address and contact information?,find_restaurant
"Hello, I'd like some information on a restaurant.",find_restaurant
"Actually, I'm hungry. Can you find me a restaurant that serves north american food? Something not super expensive, maybe in a moderate price range?",find_restaurant
I'm also looking for a restaurant in the east part of town in the moderate price range.,find_restaurant
"No, no thank you. I just needed some info for a later date. I am also wanting to see if you can tell me about the River Bar Steakhouse and Grill.",find_restaurant
"Yeah, I need a restaurant. They need to serve Indian food and be in the same area as Funky Fun House.",find_restaurant
Any area is fine. I'm also looking for a restaurant in the centre that serves spanish food.,find_restaurant
Yes I am looking for information on a restaurant called Bangkok City.,find_restaurant
Cool. I need a restaurant called the slug and lettuce too.,find_restaurant
Hello! I'd like to eat at a cheap restaurant in the north. Any ideas for me?,find_restaurant
"Hello. I'm going out for an expensive dinner and need to find a restaurant. I'd like somewhere in the north, and I'm willing to pay quite a bit of money.",find_restaurant
Hello. I'm looking for a cheap place to eat in the centre. Can you help me?,find_restaurant
I am also looking for a restaurant called the Michaelhouse cafe.,find_restaurant
I want to find a brazilian restaurant that is cheap.,find_restaurant
"Need restaurant in the east, expensive is what i'm looking for",find_restaurant
I'm looking to find a place to eat in the centre of town that needs to have a moderate price range. Can you give me some options?,find_restaurant
Get me an expensive place to eat in the centre please,find_restaurant
i need to eat too,find_restaurant
Is there a restaurant that serves italian food in the expensive price bracket?,find_restaurant
How about the center?,find_restaurant
"Thank you, are there in Korean restaurants in the centre area?",find_restaurant
You sure can. I'm also quite hungry. Do you have any info on a restaurant called Wagamama?,find_restaurant
Yes I am looking for a place to eat in south Cambridge that is more on the expensive side.,find_restaurant
I am going to Cambridge and need a place to eat that serves lebanese food and is cheaply priced.,find_restaurant
I'm also looking for a restaurant that is in the expensive price range and serves spanish food.,find_restaurant
"Yes, I hope so. Are there any Chinese restaurants toward the east end of town?",find_restaurant
I'm looking for a restaurant that serves canapes food. Expensive range should do it.,find_restaurant
I'm starving! Can you find me somewhere to eat on the south side of the city? Money is no object so please find me something expensive.,find_restaurant
Yes. I am looking for a restaurant that serves modern eclectic food and is in the moderate price range.,find_restaurant
"Hi, can you help me find a Caribbean restaurant to eat at on my upcoming visit?",find_restaurant
Thank you! I'm also looking for a restaurant. Ideally an Italian place in the same price range in the centre.,find_restaurant
That's great. I also need some place to eat someplace moderate that serves corsican food.,find_restaurant
I also need a place to eat that serves italian food and should be in the same price range as the hotel.,find_restaurant
"Hi, I am looking for a cheap restaurant in the town centre please.",find_restaurant
Thanks. I'm also wondering what kind of information you have on Pizza Express.,find_restaurant
I would like to find a German restaurant in the center of town.,find_restaurant
I am looking for a restaurant in the west part of town.,find_restaurant
"Yes, can you please find me a good Indian restaurant in the same area as the attraction? Money is no object.",find_restaurant
I'm looking for an Italian restaurant in the north.,find_restaurant
"Moderate price in the East. and I need the phone number, address, and food type",find_restaurant
I need to find a restaurant in the centre.,find_restaurant
"Yes, I was also interested in a European restaurant in the same area.",find_restaurant
I am looking for a place to eat by the name of City Stop Restaurant.,find_restaurant
I'm looking for an expensive chinese restaurant in Cambridge.,find_restaurant
"Hello, I am looking for a restaurant in the town centre that serves British food.",find_restaurant
I need to find somewhere to eat that is moderately priced in the city's center.,find_restaurant
Are there any expensive British restaurants?,find_restaurant
Are there any good vegetarian restaurants in the centre?,find_restaurant
"Yes, I'm also looking for a place to dine. I'd like for it to be in the north and serve modern American food.",find_restaurant
i need info about a restaurant called galleria,find_restaurant
"Okay, great. I'm also looking for a restaurant in the south. It should be expensive.",find_restaurant
I'm looking for European restaurant in the centre.,find_restaurant
Hello! I'd like to eat at an indian restaurant in the centre. Can you help?,find_restaurant
I'm looking for an expensive place to eat in the centre.,find_restaurant
Are there any African restaurants in the centre?,find_restaurant
I am looking for a restaurant serving chinese food in the centre part of town.,find_restaurant
Please find a restaurant called Nusha.,find_restaurant
I want Indian food in the center area.,find_restaurant
"Actually, I'm interested in a restaurant called Rice House.",find_restaurant
"Sure, give me their phone number. I'd also like to find an expensive restaurant in West Cambridge.",find_restaurant
"I would like to find in Cambridge, a restaurant, located in the Centre area. I love spanish food.",find_restaurant
I'd like to find out if there are any cheap portuguese places to eat in Cambridge.,find_restaurant
"Yes, I'm looking for a restaurant. I believe it's called Curry Prince.",find_restaurant
I want to find a moderately priced restaurant.,find_restaurant
"Hi, I'm looking for restaurants in the area that serve British cuisine. Could you give me some suggestions?",find_restaurant
I am also looking for a restaurant in the center of town in the expensive price range.,find_restaurant
What is the address for Pizza Hut in Cherry Hinton?,find_restaurant
"Hi, I'm looking for a place to eat some indian food.",find_restaurant
"restaurant is what i am looking for, entrance fee and postcode please. get me a taxi from the attraction by 10.15, get me its contact number and car type.",find_restaurant
Find me a restaurant in the centre that serves corsica food,find_restaurant
"I am also looking for a Molecular gastronomy place to eat, moderate price.",find_restaurant
"Yes, I need a place to dine that is expensive in the north please. European would be nice.",find_restaurant
I'm looking for a place to dine in the centre that serves jamaican food.,find_restaurant
"I need help finding a place to dine in the expensive price range and serves british food, can you help me?",find_restaurant
Please find a European restaurant in the centre.,find_restaurant
I'm looking for the cotto restaurant.,find_restaurant
Perhaps. I'm also looking for a restaurant called Pizza Express Fen Ditton. Can you tell me about that?,find_restaurant
Someone recommended me a place called cafe uno. Do you have any information about it?,find_restaurant
Thank you. can you also find me a mediterranean restaurant?,find_restaurant
I'm trying to find information about a particular restaurant called Ian Hong house.,find_restaurant
I would like to try gastropub food. Can you help me find one?,find_restaurant
Looking for a Chinese restaurant in the center with a moderate price range.,find_restaurant
Hi can you help me find a very nice italian restaurant near the centre of cambridge?,find_restaurant
"What is the postcode for that? I am also looking for an indian restaurant near the nightclub, are there any?",find_restaurant
I would like an indian restaurant in the same price range as the hotel please.,find_restaurant
I'm looking for a place to dine in the centre that serves international food.,find_restaurant
Can you help me find a restaurant that serves African food with a moderate price range please,find_restaurant
Nope. That should cover it.,find_restaurant
I am looking for a place to eat that's expensive and has Chinese food. Can you help me?,find_restaurant
I need to dine on british food in the west.,find_restaurant
Could I also find an expensive restaurant in the west?,find_restaurant
Get me a list of expensive restaurants that serve Danish food please,find_restaurant
Hi there. Can you help me find a restaurant in the centre?,find_restaurant
Centre area will work. but it has to be a guest house. I also need the adress and post code.,find_restaurant
I am also looking to eat Basque food in the moderate price range.,find_restaurant
I am looking for a Europeon restaurant in the west of Cambridge.,find_restaurant
I'd like to find a restaurant that serves Mediterranean food and should be pretty expensive.,find_restaurant
"Yes, I'm also looking for an Indian restaurant in the same area.",find_restaurant
Thank you so much. I also need a place to dine in the centre that serves Chinese food.,find_restaurant
Thank you. Yes. I am also looking for an international restaurant.,find_restaurant
No on the phone number. I now need help finding a cheap restaurant in the centre of the town.,find_restaurant
"I'm looking for some hungarian food restaurants near the centre, please.",find_restaurant
"I'm looking for an Indian restaurant, preferably in the centre of town.",find_restaurant
I am also looking for an expensive restaurant in the centre.,find_restaurant
Hi. I am having trouble finding a place to eat called prezzo. Can you locate it for me and tell me a little about it please?,find_restaurant
"I apologize, I wasn't paying attention to what I wanted. Can you help me find a modern eclectic restaurant in the centre?",find_restaurant
I want to find a European restaurant in the west.,find_restaurant
Are there any restaurants that serve cantonese food in the east part of town?,find_restaurant
"I'm looking for a restaurant that serves vietnamese food on the south side of town, is there anything like that?",find_restaurant
the address please,find_restaurant
I am looking for a restaurant. The restaurant should be in the moderate price range and should be in the east,find_restaurant
I'm looking for a place to dine on the south side of town. Please find a place that's in the expensive price range.,find_restaurant
"Great! I'm also looking for a place to eat in the same area. Something not too expensive, but not cheap.",find_restaurant
Im looking for a the Kymmoy restaurant in Cambridge,find_restaurant
"Yes, and can you find me an Italian restaurant in the same area?",find_restaurant
What can you tell me about the the good luck chinese food takeaway?,find_restaurant
Yes I need to find an expensive place to eat serving Indian food.,find_restaurant
"Yes, I need help finding a place to eat. I would like it to be expensive.",find_restaurant
I am looking for a restaurant named The lucky star in Cambridge.,find_restaurant
"Hi, I want to eat at an Indian restaurant in Cambridge. It should be on the expensive side. Do you know of any?",find_restaurant
I am looking for information on a restaurant called kohinoor.,find_restaurant
Let's start with a moderately priced place to eat.,find_restaurant
I am looking for a cheap restaurant in the centre.,find_restaurant
I'm looking for an Italian restaurant on the south side of town.,find_restaurant
"I'd like some Chinese food, please!",find_restaurant
"Thanks! Also, could you tell me if there are any places in the center of town that serve british food? Something expensive would be great.",find_restaurant
I am also looking for a moderately priced chinese restaurant located in the north.,find_restaurant
i am looking for a expensive place to eat in the centre,find_restaurant
I want a restaurant in the city centre that serves Italian food.,find_restaurant
I am looking for a place to dine. The restaurant should be in the expensive price range and should serve italian food,find_restaurant
Are there any restaurants that serve proper British food in town?,find_restaurant
"I am also looking for a restaurant in the centre of town. I'd like it to be moderate price range, please.",find_restaurant
I'm also looking for an expensive restaurant in the south.,find_restaurant
Please find a moderate price range Turkish restaurant.,find_restaurant
I want to book a reservation at darrys cookhouse and wine shop in cambridge,find_restaurant
Are there any cheap Indian restaurants available?,find_restaurant
"Something classy nearby for dinner, preferably Italian or Indian cuisine?",find_restaurant
"Thanks, I don't need to book a train just yet. Can you just help me find a high-end Mexican restaurant?",find_restaurant
"I am looking to get to the Rajmahal restaurant please, how do I get there?",find_restaurant
"Greetings, are there any moderately priced restaurants in centre?",find_restaurant
Can you help me find a restaurant for from trip?,find_restaurant
Thanks! I'm also looking for an expensive restaurant in the center of town.,find_restaurant
Yes. I would like a restaurant for the same day. The name is Travellers rest.,find_restaurant
I'm trying to find an Italian restaurant in the city centre.,find_restaurant
"Yes, actually. What is the postcode of Caffee Uno?",find_restaurant
"Hi, can you please give me information on a restaurant called Midsummer House Restaurant located in Cambridge?",find_restaurant
I need to find a restaurant that serves Weish food in the centre of town please.,find_restaurant
I am looking for information in Cambridge,find_restaurant
Hi I am looking for a restaurant in the centre of town serving north indian food.,find_restaurant
"I'm also looking for a place to dine. I need a restaurant in the south, in the expensive price range that serves mexican food.",find_restaurant
I am looking for a place to eat in the centre of town.,find_restaurant
"Good Morning, are there any expensive restaurants in the city centre?",find_restaurant
"Hi, I'm trying to find a moderate place to eat in the east. Can you help?",find_restaurant
I am looking for a cheap restaurant near the centre of Cambridge.,find_restaurant
Do you think you can find me a great italian food place. I want something really fancy. It's for an anniversary dinner.,find_restaurant
Hi there. I'm hoping you can help me. I am looking to try molecular gastronomy food. Might there be a restaurant like this in the centre of town?,find_restaurant
Can you get me information on a restaurant called mahal of cambridge?,find_restaurant
Can you help me find a moderately priced Indian restaurant?,find_restaurant
I'd also like to try a restaurant a friend mentioned. The Nirala?,find_restaurant
Are there any Modern European restaurants in the centre?,find_restaurant
I am looking for a restaurant called The Lucky Star and would like to book the same six people there on the same day. Is that a possibility?,find_restaurant
Can you help me find a particular restaurant that I'm looking for?,find_restaurant
Find me a Mediterranean restaurant in the centre of Cambridge.,find_restaurant
I am looking for an expensive restaurant in the centre.,find_restaurant
I'm also looking for a cheap Catalan restaurant.,find_restaurant
I'm looking for an indonesian restaurant in the north.,find_restaurant
Could you help me find a moderately priced chinese food restaurant?,find_restaurant
Hi! I'd like to find a restaurant located in the centre please.,find_restaurant
I am looking for a place to dine. The restaurant should be expensive and should serve Chinese food.,find_restaurant
I am looking for the gardenia restaurant a friend told me to try.,find_restaurant
"Actually, I'm looking for some info on Kymmoy restaurant. Can you tell me about them?",find_restaurant
I'm looking for a restaurant in the centre of town,find_restaurant
What is there to see in the centre and what is the postcode?,find_restaurant
I need information on a restaurant called curry garden.,find_restaurant
I'm looking to find an expensive italian restaurant.,find_restaurant
Thanks. I also need a moderately priced italian restaurant please.,find_restaurant
Yes that's fine. I also need help finding an expensive indian restaurant. Can you help?,find_restaurant
Yes I am looking for a particular restaurant called the Sesame Restaurant and Bar.,find_restaurant
I'm looking for a place to dine in the centre.,find_restaurant
I am looking for a cheap place to dine that serves belgian food.,find_restaurant
I am in need of an expensive Indian restaurant for dinner.,find_restaurant
I am also looking for an expensive place to eat around there. Can you offer a recommendation?,find_restaurant
Hi. Can you help me find a restaurant?,find_restaurant
